Tiempo	Energía	Energía total
0.699	0.003122455180709499	0.7650015192738273
0.7	0.0031506390360425372	0.7719065638304217
0.701	0.003200723095642956	0.7841771584325242
0.702	0.0032106970723073335	0.7866207827152967
0.703	0.0032053511305115247	0.7853110269753235
0.704	0.003217961927120737	0.7884006721445805
0.705	0.0031713962183304925	0.7769920734909707
0.706	0.003183720210209654	0.7800114515013652
0.707	0.0031514537005965515	0.7721061566461551
0.708	0.0031637967611915477	0.7751302064919292
0.709	0.003221346214747341	0.7892298226130985
0.71	0.003151150723342895	0.7720319272190093
0.711	0.0032430579626703767	0.7945492008542423
0.712	0.0033197505198210384	0.8133388773561544
0.713	0.0033233594703987704	0.8142230702476988
0.714	0.003377152070782905	0.8274022573418117
0.715	0.003347602451918504	0.8201626007200334
0.716	0.0033973736759584264	0.8323565506098145
0.717	0.003482952381504574	0.8533233334686207
0.718	0.0033365602824929237	0.8174572692107663
0.719	0.003374359147135203	0.8267179910481247
0.72	0.0034464818849261527	0.8443880618069074
0.721	0.0034565845087556764	0.8468632046451408
0.722	0.003520475283121728	0.8625164443648233
0.723	0.003483402997154087	0.8534337343027514
0.724	0.003539163675403006	0.8670951004737365
0.725	0.0035297720582335083	0.8647941542672095
0.726	0.0034811356770489263	0.8528782408769869
0.727	0.00349318783215053	0.8558310188768798
0.728	0.0035334457175225545	0.8656942007930258
0.729	0.003568578957725676	0.8743018446427906
0.73	0.0035408117343078116	0.8674988749054139
0.731	0.0035103852753807286	0.8600443924682785
0.732	0.0035717203430266223	0.8750714840415225
0.733	0.003551609759011023	0.8701443909577007
0.734	0.003443930194727846	0.8437628977083222
0.735	0.003495434513571598	0.8563814558250415
0.736	0.003548067133808283	0.8692764477830293
0.737	0.003613202695171952	0.8852346603171283
0.738	0.0034779130102148277	0.8520886875026328
0.739	0.0035177619029792585	0.8618516662299184
0.74	0.003554024939587238	0.8707361101988733
0.741	0.0035047370986439124	0.8586605891677586
0.742	0.00346959522861741	0.8500508310112654
0.743	0.003518960621533353	0.8621453522756715
0.744	0.00356659237864264	0.8738151327674468
0.745	0.0035585877648935177	0.8718540023989119
0.746	0.003564028431085591	0.8731869656159699
0.747	0.003562163142065557	0.8727299698060614
0.748	0.0034685274369906345	0.8497892220627055
0.749	0.0034154382458858263	0.8367823702420274
0.75	0.0033814224965134083	0.828448511645785
0.751	0.0034077999707587416	0.8349109928358917
0.752	0.0033012800994830734	0.808813624373353
0.753	0.0033424713283273003	0.8189054754401885
0.754	0.003354925394510055	0.8219567216549635
0.755	0.0033070172972058374	0.8102192378154301
0.756	0.0033100089830509945	0.8109522008474936
0.757	0.003269035252567097	0.8009136368789388
0.758	0.003302725943994325	0.8091678562786095
0.759	0.003307234962839459	0.8102725658956674
0.76	0.0033333639349460765	0.8166741640617887
0.761	0.003264313498696839	0.7997568071807256
0.762	0.0032672132747982906	0.8004672523255812
0.763	0.0033040613320860146	0.8094950263610736
0.764	0.0032937607450858643	0.8069713825460367
0.765	0.0032808079896216574	0.8037979574573061
0.766	0.00333082767539107	0.8160527804708122
0.767	0.003366832873512647	0.8248740540105985
0.768	0.003350436801350892	0.8208570163309685
0.769	0.0033743471660640325	0.8267150556856879
0.77	0.0033673261249133825	0.8249949006037787
0.771	0.0033989493319401287	0.8327425863253315
0.772	0.003489431400297811	0.8549106930729636
0.773	0.003472264588331856	0.8507048241413047
0.774	0.0033666497607677307	0.8248291913880941
0.775	0.0033887092674771972	0.8302337705319133
0.776	0.003276525999319195	0.8027488698332027
0.777	0.0033134027319464323	0.811783669326876
0.778	0.0032568934327494373	0.7979388910236122
0.779	0.0033312478165953043	0.8161557150658495
0.78	0.0033467495378610985	0.8199536367759691
0.781	0.0033832316029375575	0.8288917427197016
0.782	0.0034721004861060136	0.8506646190959734
0.783	0.003434257271165063	0.8413930314354404
0.784	0.003457106280688245	0.84699103876862
0.785	0.0034511902352732707	0.8455416076419513
0.786	0.003453119100063646	0.8460141795155932
